13,1,13,9,4,1
12,1,13,9,4,2
12,1,13,9,4,3
11,1,13,9,4,4
11,1,13,9,4,5
11,1,13,9,4,6
11,1,13,9,4,7
11,1,13,9,4,8
11,1,13,9,4,9
11,1,13,9,4,10
11,1,13,9,4,11
11,1,13,9,4,12
11,1,13,9,4,13
11,1,13,9,4,14
11,1,13,9,4,15
11,1,13,9,4,16
11,1,13,9,4,17
11,1,13,9,4,18
11,1,13,9,4,19
11,1,13,9,4,20
11,1,13,9,4,21
11,1,13,9,4,22
11,1,13,9,4,23
11,1,13,9,4,24
11,1,13,9,4,25
11,1,13,9,4,26
11,1,13,9,4,27
11,1,13,9,4,28
11,1,13,9,4,29
11,1,13,9,4,30
11,1,13,9,4,31
11,1,13,9,4,32
11,1,13,9,4,33
11,1,13,9,4,34
11,1,13,9,4,35
11,1,13,9,4,36
11,1,13,9,4,37
11,1,13,9,4,38
11,1,13,9,4,39
11,1,13,9,4,40
11,1,13,9,4,41
11,1,13,9,4,42
11,1,13,9,4,43
11,1,13,9,4,44
11,1,13,9,4,45
11,1,13,9,4,46
11,1,13,9,4,47
11,1,13,9,4,48
11,1,13,9,4,49
11,1,13,9,4,50
11,1,13,9,4,51
11,1,13,9,4,52
11,1,13,9,4,53
11,1,13,9,4,54
11,1,13,9,4,55
11,1,13,9,4,56
11,1,13,9,4,57
11,1,13,9,4,58
11,1,13,9,4,59
11,1,13,9,4,60
11,1,13,9,4,61
11,1,13,9,4,62
11,1,13,9,4,63
11,1,13,9,4,64
11,1,13,9,4,65
11,1,13,9,4,66
11,1,13,9,4,67
11,1,13,9,4,68
11,1,13,9,4,69
11,1,13,9,4,70
11,1,13,9,4,71
11,1,13,9,4,72
11,1,13,9,4,73
11,1,13,9,4,74
11,1,13,9,4,75
11,1,13,9,4,76
11,1,13,9,4,77
11,1,13,9,4,78
11,1,13,9,4,79
11,1,13,9,4,80
11,1,13,9,4,81
11,1,13,9,4,82
11,1,13,9,4,83
11,1,13,9,4,84
11,1,13,9,4,85
11,1,13,9,4,86
11,1,13,9,4,87
11,1,13,9,4,88
11,1,13,9,4,89
11,1,13,9,4,90
11,1,13,9,4,91
11,1,13,9,4,92
11,1,13,9,4,93
11,1,13,9,4,94
11,1,13,9,4,95
11,1,13,9,4,96
11,1,13,9,4,97
11,1,13,9,4,98
11,1,13,9,4,99
11,1,13,9,4,100
11,1,13,9,4,101
11,1,13,9,4,102
11,1,13,9,4,103
11,1,13,9,4,104
11,1,13,9,4,105
11,1,13,9,4,106
11,1,13,9,4,107
11,1,13,9,4,108
11,1,13,9,4,109
11,1,13,9,4,110
11,1,13,9,4,111
11,1,13,9,4,112
11,1,13,9,4,113
11,1,13,9,4,114
11,1,13,9,4,115
11,1,13,9,4,116
11,1,13,9,4,117
11,1,13,9,4,118
11,1,13,9,4,119
11,1,13,9,4,120
11,1,13,9,4,121
11,1,13,9,4,122
11,1,13,9,4,123
11,1,13,9,4,124
11,1,13,9,4,125
11,1,13,9,4,126
11,1,13,9,4,127
11,1,13,9,4,128
11,1,13,9,4,129
11,1,13,9,4,130
11,1,13,9,4,131
11,1,13,9,4,132
11,1,13,9,4,133
11,1,13,9,4,134
11,1,13,9,4,135
11,1,13,9,4,136
11,1,13,9,4,137
11,1,13,9,4,138
11,1,13,9,4,139
11,1,13,9,4,140
11,1,13,9,4,141
11,1,13,9,4,142
11,1,13,9,4,143
11,1,13,9,4,144
11,1,13,9,4,145
11,1,13,9,4,146
11,1,13,9,4,147
11,1,13,9,4,148
11,1,13,9,4,149
11,1,13,9,4,150
11,1,13,9,4,151
11,1,13,9,4,152
11,1,13,9,4,153
11,1,13,9,4,154
11,1,13,9,4,155
11,1,13,9,4,156
11,1,13,9,4,157
11,1,13,9,4,158
11,1,13,9,4,159
11,1,13,9,4,160
11,1,13,9,4,161
11,1,13,9,4,162
11,1,13,9,4,163
11,1,13,9,4,164
11,1,13,9,4,165
11,1,13,9,4,166
11,1,13,9,4,167
11,1,13,9,4,168
11,1,13,9,4,169
11,1,13,9,4,170
11,1,13,9,4,171
11,1,13,9,4,172
11,1,13,9,4,173
11,1,13,9,4,174
11,1,13,9,4,175
11,1,13,9,4,176
11,1,13,9,4,177
11,1,13,9,4,178
11,1,13,9,4,179
11,1,13,9,4,180
11,1,13,9,4,181
11,1,13,9,4,182
11,1,13,9,4,183
11,1,13,9,4,184
11,1,13,9,4,185
11,1,13,9,4,186
11,1,13,9,4,187
10,1,13,9,4,188
10,1,13,9,4,189
10,1,13,9,4,190
10,1,13,9,4,191
10,1,13,9,4,192
10,1,13,9,4,193
10,1,13,9,4,194
10,1,13,9,4,195
10,1,13,9,4,196
10,1,13,9,4,197
10,1,13,9,4,198
10,1,13,9,4,199
10,1,13,9,4,200
10,1,13,9,4,201
10,1,13,9,4,202
10,1,13,9,4,203
10,1,13,9,4,204
10,1,13,9,4,205
10,1,13,9,4,206
10,1,13,9,4,207
10,1,13,9,4,208
10,1,13,9,4,209
10,1,13,9,4,210
10,1,13,9,4,211
10,1,13,9,4,212
10,1,13,9,4,213
10,1,13,9,4,214
10,1,13,9,4,215
10,1,13,9,4,216
10,1,13,9,4,217
10,1,13,9,4,218
10,1,13,9,4,219
10,1,13,9,4,220
10,1,13,9,4,221
10,1,13,9,4,222
10,1,13,9,4,223
10,1,13,9,4,224
10,1,13,9,4,225
10,1,13,9,4,226
10,1,13,9,4,227
10,1,13,9,4,228
10,1,13,9,4,229
10,1,13,9,4,230
10,1,13,9,4,231
10,1,13,9,4,232
10,1,13,9,4,233
10,1,13,9,4,234
10,1,13,9,4,235
10,1,13,9,4,236
10,1,13,9,4,237
10,1,13,9,4,238
10,1,13,9,4,239
10,1,13,9,4,240
10,1,13,9,4,241
10,1,13,9,4,242
10,1,13,9,4,243
10,1,13,9,4,244
10,1,13,9,4,245
10,1,13,9,4,246
10,1,13,9,4,247
10,1,13,9,4,248
10,1,13,9,4,249
10,1,13,9,4,250
10,1,13,9,4,251
10,1,13,9,4,252
10,1,13,9,4,253
10,1,13,9,4,254
10,1,13,9,4,255
10,1,13,9,4,256
10,1,13,9,4,257
10,1,13,9,4,258
10,1,13,9,4,259
10,1,13,9,4,260
10,1,13,9,4,261
10,1,13,9,4,262
10,1,13,9,4,263
10,1,13,9,4,264
10,1,13,9,4,265
10,1,13,9,4,266
10,1,13,9,4,267
10,1,13,9,4,268
10,1,13,9,4,269
10,1,13,9,4,270
10,1,13,9,4,271
10,1,13,9,4,272
10,1,13,9,4,273
10,1,13,9,4,274
10,1,13,9,4,275
10,1,13,9,4,276
10,1,13,9,4,277
10,1,13,9,4,278
10,1,13,9,4,279
10,1,13,9,4,280
10,1,13,9,4,281
10,1,13,9,4,282
10,1,13,9,4,283
10,1,13,9,4,284
10,1,13,9,4,285
10,1,13,9,4,286
10,1,13,9,4,287
10,1,13,9,4,288
10,1,13,9,4,289
10,1,13,9,4,290
10,1,13,9,4,291
10,1,13,9,4,292
10,1,13,9,4,293
10,1,13,9,4,294
10,1,13,9,4,295
10,1,13,9,4,296
10,1,13,9,4,297
10,1,13,9,4,298
10,1,13,9,4,299
10,1,13,9,4,300
10,1,13,9,4,301
10,1,13,9,4,302
10,1,13,9,4,303
10,1,13,9,4,304
10,1,13,9,4,305
10,1,13,9,4,306
10,1,13,9,4,307
10,1,13,9,4,308
10,1,13,9,4,309
10,1,13,9,4,310
10,1,13,9,4,311
10,1,13,9,4,312
10,1,13,9,4,313
10,1,13,9,4,314
10,1,13,9,4,315
10,1,13,9,4,316
10,1,13,9,4,317
10,1,13,9,4,318
10,1,13,9,4,319
10,1,13,9,4,320
10,1,13,9,4,321
10,1,13,9,4,322
10,1,13,9,4,323
10,1,13,9,4,324
10,1,13,9,4,325
10,1,13,9,4,326
10,1,13,9,4,327
10,1,13,9,4,328
10,1,13,9,4,329
10,1,13,9,4,330
10,1,13,9,4,331
10,1,13,9,4,332
10,1,13,9,4,333
10,1,13,9,4,334
10,1,13,9,4,335
10,1,13,9,4,336
10,1,13,9,4,337
10,1,13,9,4,338
10,1,13,9,4,339
10,1,13,9,4,340
10,1,13,9,4,341
10,1,13,9,4,342
10,1,13,9,4,343
10,1,13,9,4,344
10,1,13,9,4,345
10,1,13,9,4,346
10,1,13,9,4,347
10,1,13,9,4,348
10,1,13,9,4,349
10,1,13,9,4,350
10,1,13,9,4,351
10,1,13,9,4,352
10,1,13,9,4,353
10,1,13,9,4,354
10,1,13,9,4,355
10,1,13,9,4,356
10,1,13,9,4,357
10,1,13,9,4,358
10,1,13,9,4,359
10,1,13,9,4,360
10,1,13,9,4,361
10,1,13,9,4,362
10,1,13,9,4,363
10,1,13,9,4,364
10,1,13,9,4,365
10,1,13,9,4,366
10,1,13,9,4,367
10,1,13,9,4,368
10,1,13,9,4,369
10,1,13,9,4,370
10,1,13,9,4,371
10,1,13,9,4,372
10,1,13,9,4,373
10,1,13,9,4,374
10,1,13,9,4,375
10,1,13,9,4,376
10,1,13,9,4,377
10,1,13,9,4,378
10,1,13,9,4,379
10,1,13,9,4,380
10,1,13,9,4,381
10,1,13,9,4,382
10,1,13,9,4,383
10,1,13,9,4,384
10,1,13,9,4,385
10,1,13,9,4,386
10,1,13,9,4,387
10,1,13,9,4,388
10,1,13,9,4,389
10,1,13,9,4,390
10,1,13,9,4,391
10,1,13,9,4,392
10,1,13,9,4,393
10,1,13,9,4,394
10,1,13,9,4,395
10,1,13,9,4,396
10,1,13,9,4,397
10,1,13,9,4,398
10,1,13,9,4,399
10,1,13,9,4,400
10,1,13,9,4,401
10,1,13,9,4,402
10,1,13,9,4,403
10,1,13,9,4,404
10,1,13,9,4,405
10,1,13,9,4,406
10,1,13,9,4,407
10,1,13,9,4,408
10,1,13,9,4,409
10,1,13,9,4,410
10,1,13,9,4,411
10,1,13,9,4,412
10,1,13,9,4,413
10,1,13,9,4,414
10,1,13,9,4,415
10,1,13,9,4,416
10,1,13,9,4,417
10,1,13,9,4,418
10,1,13,9,4,419
10,1,13,9,4,420
10,1,13,9,4,421
10,1,13,9,4,422
